"hid01","hs01a27","hs01b10","hs01b12","hs01a01","hs01a08","h01aa001","h01aa002","h01aa007","h01aa008","w01fnum","w01cnum","w01cnum_1","w01cnum_2","w01byr01","w01gen01","w01mar01","w01rel01","w01byr02","w01gen02","w01mar02","w01rel02","w01byr03","w01gen03","w01mar03","w01rel03","w01byr04","w01gen04","w01mar04","w01rel04","w01byr05","w01gen05","w01mar05","w01rel05","w01byr06","w01gen06","w01mar06","w01rel06","w01byr07","w01gen07","w01mar07","w01rel07","w01byr08","w01gen08","w01mar08","w01rel08","w01byr09","w01gen09","w01mar09","w01rel09","w01edu01","w01grd01","w01job01","w01jpo01","w01edu02","w01grd02","w01job02","w01jpo02","w01edu03","w01grd03","w01job03","w01jpo03","w01edu04","w01grd04","w01job04","w01jpo04","w01edu05","w01grd05","w01job05","w01jpo05","w01edu06","w01grd06","w01job06","w01jpo06","w01edu07","w01grd07","w01job07","w01jpo07","w01edu08","w01grd08","w01job08","w01jpo08","w01edu09","w01grd09","w01job09","w01jpo09","h01ba001","h01ba002","h01ba003","h01ba007","h01ba008","h01ba010","h01ba011","h01ba012","h01ba013","h01ba044","h01ba045","h01ba046","h01ba047","h01ba118","h01ba119","h01ba120","h01ba121","h01ba122","h01ba123","h01ba124","h01bb001","h01bb003","h01bb004","h01bb005","h01bb006","h01bb007","h01bb008","h01bb009","h01bb010","h01bb011","h01bb012","h01bb013","h01bb014","h01bb015","h01bb016","h01bb017","h01bb018","h01bb019","h01bb020","h01bb021","h01bb022","h01bb023","h01bb024","h01bb025","h01bb026","h01bb027","h01bb028","h01bb029","h01bb030","h01bb038","h01bb039","h01bb053","h01bb201","h01bb203","h01bb205","h01inc","h01inc_a","h01inc_b","h01exp","h01exp_a","h01exp_b","h01ca001","h01ca002","h01exp_cb","h01cb001","h01cb002","h01cb003","h01cb004","h01cb005","h01cb006","h01cb007","h01cb008","h01cb009","h01cb010","h01cb011","h01cb012","h01cb013","h01cb014","h01cb015","h01cb016","h01exp_cc","h01cc001","h01cc002","h01cc003","h01cc004","h01cc005","h01exp_cd","h01cd001","h01cd002","h01cd003","h01cd004","h01exp_ce","h01ce001","h01ce004","h01ce005","h01ce006","h01ce007","h01ce008","h01ce009","h01ce010","h01ce011","h01ce012","h01ce013","h01ce014","h01ce015","h01ce016","h01ce017","h01ce018","h01ce019","h01exp_cf","h01exp_cg","h01cg001","h01cg002","h01cg003","h01cg004","h01cg005","h01cg006","h01cg007","h01cg008","h01cg009","h01cg010","h01exp_ch","h01ch001","h01exp_ci","h01ch002","h01ch003","h01ch004","h01ch005","h01ch006","h01ch007","h01ch008","h01ch009","h01ch010","h01ch011","h01exp_cj","h01cj001","h01cj002","h01cj003","h01cj004","h01cj005","h01cj006","h01exp_ck","h01ck007","h01ck008","h01exp_cl","h01exp_cm","h01exp_cn","h01cn001","h01cn002","h01exp_co","h01co002","h01co004","h01co005","h01co201","h01co006","h01co008","h01co120","h01co009","h01co011","h01co012","h01co202","h01co013","h01co015","h01co121","h01co016","h01co018","h01co019","h01co203","h01co020","h01co022","h01co122","h01co023","h01co025","h01co026","h01co204","h01co027","h01co029","h01co123","h01co108","h01co104","h01co105","h01co106","h01co107","h01exp_cp","h01cp101","h01cp001","h01cp002","h01cp003","h01cp004","h01cp005","h01cp006","h01cp007","h01exp_cq","h01cq011","h01cq001","h01cq002","h01cq003","h01cq004","h01cq005","h01cq006","h01cq007","h01cq008","h01cq009","h01cq010","h01exp_cr","h01cr001","h01cr003","h01cr004","h01cr005","h01cr006","h01cr007","h01cr008","h01cr009","h01cr010","h01cr011","h01cr012","h01cr013","h01cr014","h01cr015","h01cr016","h01cr017","h01exp_cs","h01exp_ct","h01ct001","h01ct002","h01exp_cu","h01cu001","h01cu002","h01da001","h01da002","h01da003","h01da004","h01dc001","h01dc003","h01dc004","h01dc011","h01dc013","h01dc014","h01dc021","h01dc023","h01dc024","h01dc031","h01dd001","h01dd003","h01dd010","h01dd011","h01dd013","h01dd020","h01dd021","h01dd023","h01dd030","h01dd031","h01de001","h01de002","h01de003","h01de004","h01ea001","h01ea002","h01ea003","h01ea004","h01eb001","h01eb003","h01eb004","h01eb006","h01eb008","h01eb009","h01eb011","h01eb013","h01eb014","h01eb016","h01eb018","h01eb019","h01eb021","h01ec001","h01ec003","h01ec004","h01ec006","h01ec008","h01ec009","h01ec011","h01ec013","h01ec014","h01ec016","h01ec018","h01ec019","h01ec021","h01fa001","h01fa002","h01fa003","h01fa004","h01fa005","h01fa006","h01fa007","h01fa008","h01fa011","h01fa012","h01fa013","h01fa014","h01fa015","h01fa016","h01fb030","h01fb031","h01fb009","h01fb010","h01fb011","h01fb012","h01fb013","h01fb014","h01fb015","h01fb016","h01fb017","h01fb018","h01fb025","h01fb026","h01fb019","h01fb020","h01fb001","h01fb002","h01fc100","h01fc001","h01fc002","h01fc003","h01fc004","h01fc005","h01fc006","h01fc007","h01fc011","h01fc012","h01fc014","h01fc015","h01fc016","h01fc017","h01ka002","h01ka004","h01ka005","h01ka009","h01ka010","h01ka014","h01ka015","h01ka019","h01ka020","h01ka024","h01ka025","h01ka029","h01ka030","h01ka034","h01ka035","h01ka040","h01ka041","h01ka044","h01ka045","hpid01","hpid02","hpid03","hpid04","hpid05","hpid06","hpid07","hpid08","hpid09","h01cwt","version1"
10613,1,11,1,2,20102,1,2,4,3,4,0,0,0,1942,1,1,1,1948,2,1,2,1973,1,4,3,1974,1,4,3,,,,,,,,,,,,,,,,,,,,,3,4,8,4,2,2,12,,6,2,3,1,6,2,4,4,,,,,,,,,,,,,,,,,,,,,1,1,-9,,,52.8,39.6,,,,,,,4,2,,2,,,,1,3,339,2000,2000,-9,2497,2,,,,,,,,,,,,,,,,,,,,,,1,20,2,,,,4785,4785,0,2244.69995117188,1168,1076.69995117188,4,200,46,1,46,1,12,1,4,2,,1,30,2,,2,,2,,480,1,20,1,20,3,24,1,2,2,,264,1,1061301,10,33,0.21,1061303,6,8,0.25,1061304,6,8,0.25,,,,,,192,1,3,1,1,1,10,1,2,2,,12,2,,,1,12,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,150,1,150,2,,2,,2,,0,2,2,,2,,2,,2,,2,,240,1,1061302,5,120,1061303,5,120,,,,,,,,,,,510,1,510,156,1,156,1,60,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,10000,1,3000,2,,2,,2,,1,720,2,,1,-9,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,3,1,2,2,,1,1,1,2,,,,,,,,,,,1061301,1061302,1061303,1061304,,,,,,1647.306698,1.72000002861023
10614,1,11,1,2,20102,1,2,3,1,3,0,0,0,1948,1,1,1,1949,2,1,2,1981,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,4,2,13,,3,2,12,,6,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,7500,,,,82.5,66,,,,,3,2,,2,,,,1,1,133,2005,2005,-9,1997,1,,,,,,,,,,,,,,,,,,,,,,1,60,1,,10,,2000,2000,0,1288,923,365,2,100,15,1,15,1,4,1,4,1,7,2,,2,,2,,2,,420,1,35,2,,5,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,168,1,2.5,1,1.5,1,10,2,,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,200,1,200,1,40,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,168,1,168,45,1,45,1,50,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1000,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,7500,2,,2,,,2,,,2,,2,,2,,1,2,,2,,1,1,,,,,,,,,,,,,1061401,1061402,1061403,,,,,,,1996.959973,1.72000002861023
10615,1,11,1,2,20102,1,2,3,1,3,0,0,0,1956,1,1,1,1960,2,1,2,1986,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,2,2,11,1,2,2,12,,4,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,7500,,,,99,66,,,,,3,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2700,1200,1500,2485,2342,143,3,50,8,1,8,1,3,1,2,1,3,2,,2,,2,,2,,240,1,10,1,10,4,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,84,1,3,1,1,1,3,2,,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,10,1,10,2,,2,,2,,2000,1,1,2000,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,0,2,,36,1,36,1,50,1,1500,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,1,20000,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,7500,2,,2,,,2,,,2,,2,,2,,1,1,1,2,,2,,,,,,,,,,,,,,1061501,1061502,1061503,,,,,,,2949.896526,1.72000002861023
10616,1,11,1,2,60061,1,2,4,1,4,2,2,0,1970,1,1,1,1976,2,1,2,2005,2,4,3,2007,2,4,3,,,,,,,,,,,,,,,,,,,,,4,2,11,3,4,2,12,,1,,13,,1,,13,,,,,,,,,,,,,,,,,,,,,,3,2,,8000,,,,82.5,-9,,,,,2,2,,2,,,,1,1,130,2005,2006,900,1500,1,,,,,,,,,,,,,,,,,,,,,,1,50,1,40,,,2600,2500,100,4928.60009765625,2919.60009765625,2009,2,100,40,1,40,1,3.2,1,1.2,1,4,1,8,2,,2,,2,,840,1,50,1,20,4,36,1,3,2,,180,1,1061601,15,23,0.25,,,,,,,,,,,,,,243.600006103516,1,3.3,1,2,1,15,2,,2,,228,1,,180,1,24,2,,,1,24,2,,50,2,,1,50,2,,240,1,240,,,0,2,,140,1061603,0,2,100,90,10,40,,,,,,,,,,,,,,,,,,,,,,2,,,,,292,1,292,1,60,2,,1,25,150,2,2,,2,,2,,2,,1,150,0,2,,,,,,,,,,,,,,,,,1440,1,1440,56,1,56,1,400,1,100,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,1,2160,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,8000,1,2300,2,,,2,,,1,2000,2,,1,300,1,1,2,2,,2,,2,,,,,,,,,,,,1061601,1061602,1061603,1061604,,,,,,4709.762503,1.72000002861023
10617,1,11,1,2,20102,1,1,3,0,3,0,0,0,1944,1,1,1,1944,2,1,2,1974,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,6,2,13,,6,2,12,,6,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-9,,,174.9,99,,,,,,,4,2,,2,,,,1,1,119,1998,1998,2000,2000,1,,,,,,,,,,,,,,,,,,,,,,1,40,1,10,,,500,500,0,1511,1361,150,1,90,23,1,23,1,7,1,6,1,10,2,,2,,2,,2,,720,1,50,1,10,4,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,180,1,2,1,2,1,10,1,1,2,,18,2,,,2,,2,,,2,,1,18,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,300,1,300,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,0,2,,0,2,,1,150,2,,2,,,,,,,,,,1,5,1061701,500,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,-9,2,,2,,2,,2,,2,,2,,2,,2,,1,5000,2,,,2,,,2,,2,,1,5000,1,2,,1,2,2,,,,,,,,,,,,,,1061701,1061702,1061703,,,,,,,3544.603953,1.72000002861023
10618,1,11,1,2,980300,1,1,1,1,1,0,0,0,1971,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,,,38,,,,,,,33,26.4,3,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2000,2000,0,1642.59997558594,930.599975585938,712,2,150,20,1,20,1,2,1,0.8,1,3,1,3,2,,2,,2,,480,1,30,1,10,6,84,1,5,1,2,0,2,,,,,,,,,,,,,,,,,,93.5999984741211,1,3,2,,1,4,1,0.8,2,,24,1,,24,2,,2,,,2,,2,,1,1,1,2,,2,,18,1,18,,,180,1,180,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,30,1,30,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,480,1,480,50,1,50,1,20,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,500,1,300,2,,2,,2,,1,540,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,500,2,,2,,,2,,,2,,2,,2,,1,1,1,,,,,,,,,,,,,,,,,1061801,,,,,,,,,7325.106175,1.72000002861023
10619,1,11,1,2,20102,1,2,3,2,3,0,0,0,1941,1,1,1,1944,2,1,2,1975,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,4,2,7,1,3,2,12,,6,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,9000,,,,,,,,59.4,49.5,3,2,,2,,,,1,1,113,1996,2004,400,1500,1,,,,,,,,,,,,,,,,,,,,,,1,65,1,20,,,4894.39990234375,4894.39990234375,0,1652.59997558594,1018.59997558594,634,4,100,17,1,17,1,5.4,1,4,1,7,2,,2,,2,,2,,600,1,50,2,,5,0,2,,2,,36,1,1061903,3,35,0.2,,,,,,,,,,,,,,105.599998474121,1,2.3,1,0.5,1,6,2,,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,20,1,20,2,,2,,2,,0,2,2,,2,,2,,2,,2,,20,1,1061902,5,20,,,,,,,,,,,,,,290,1,290,144,1,144,1,10,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,1,1061901,3,1.2,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,9000,2,,2,,,2,,,2,,2,,2,,2,1,2,2,,1,2,,,,,,,,,,,,,1061901,1061902,1061903,,,,,,,3544.603953,1.72000002861023
10620,1,11,1,2,980300,1,2,4,2,4,0,0,0,1957,1,1,1,1957,2,1,2,1984,2,4,3,1988,1,4,3,,,,,,,,,,,,,,,,,,,,,4,2,3,3,4,2,12,,4,2,3,1,6,1,13,,,,,,,,,,,,,,,,,,,,,,1,2,,7000,,99,66,,,,,,,3,2,,2,,,,1,2,207,2006,2006,1000,800,1,,,,,,,,,,,,,,,,,,,,,,1,40,1,20,,,5400,5400,0,3355.60009765625,2553.60009765625,802,4,300,30,1,30,1,8,1,3,1,1.5,1,6,2,,2,,2,,540,1,35,1,10,3,204,1,10,1,7,60,1,1062001,5,24,0.25,,,,,,,,,,,,,,309.600006103516,1,3,1,2,1,20,1,0.8,2,,36,1,,12,1,12,2,,,2,,1,12,0,2,,2,,2,,24,1,24,,,60,1,60,1000,1062004,6,2,1000,1000,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,0,2,,2,,2,,2,,50,2,2,,2,,2,,1,50,2,,0,2,,,,,,,,,,,,,,,,,40,1,40,120,1,120,1,50,2,,1,1062002,3,120,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,7000,2,,2,,,2,,,2,,2,,2,,2,1,1,2,,1,2,2,,,,,,,,,,,,1062001,1062002,1062003,1062004,,,,,,4319.268918,1.72000002861023
10621,1,11,1,2,20102,1,2,4,1,4,0,0,0,1960,1,1,1,1963,2,1,2,1986,1,4,3,1989,1,4,3,,,,,,,,,,,,,,,,,,,,,4,2,2,3,4,2,12,,5,1,14,,5,1,14,,,,,,,,,,,,,,,,,,,,,,3,1,-9,,,,,33,21.45,,,,,4,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,1800,1800,0,2810,2580,230,2,150,12,1,12,1,1.8,1,2.2,1,5,2,,2,,2,,2,,1200,1,100,2,,5,60,1,5,2,,12,1,1062104,1,23,0.25,,,,,,,,,,,,,,180,1,2.5,1,2.5,1,10,2,,2,,66,1,,36,1,12,2,,,2,,1,18,20,1,20,2,,2,,0,2,,,,0,2,,1000,1062104,5,2,1000,1000,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,30,1,30,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,120,1,120,60,1,60,1,50,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,-9,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,1062101,1062102,1062103,1062104,,,,,,4104.967941,1.72000002861023
10622,1,11,1,2,10102,1,1,2,1,2,0,0,0,1947,2,1,1,1975,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,12,,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,-9,,,,,75.9,42.9,,,,,4,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2000,1500,500,2454.39990234375,2256.39990234375,198,2,70,10,1,10,1,2.5,1,1.2,1,6,2,,2,,2,,2,,600,1,50,2,,5,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,110.399993896484,1,3,1,2.1,1,3.5,1,0.6,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,36,1,36,2,,2,,2,,1500,1,1,1500,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,0,2,,50,1,50,1,80,1,500,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,-9,2,,2,,2,,2,,2,,2,,2,,2,,1,1000,2,,,2,,,1,1000,2,,2,,2,1,,1,2,,,,,,,,,,,,,,,1062201,1062202,,,,,,,,4780.863195,1.72000002861023
10623,1,11,1,2,20102,1,2,5,2,5,0,0,0,1950,1,1,1,1949,2,1,2,1980,1,4,3,1982,1,4,3,1979,2,4,3,,,,,,,,,,,,,,,,,4,2,8,1,3,2,12,,6,1,13,,6,1,13,,6,2,2,1,,,,,,,,,,,,,,,,,3,1,-9,,,,,82.5,59.4,,,,,2,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,3706,3706,0,,,752,3,60,17,1,17,1,9,1,2,1,6,2,,2,,2,,2,,480,1,40,2,,5,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,535.200012207031,2,,1,4,1,40,1,0.6,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,20,1,20,2,,2,,2,,0,2,2,,2,,2,,2,,2,,30,1,1062302,5,30,,,,,,,,,,,,,,390,1,390,130,1,130,1,15,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,-9,2,,2,,2,,2,,2,,2,,2,,2,,1,500,1,500,0,2,,,2,,2,,2,,2,1,2,2,,2,,2,,1,1,,,,,,,,,1062301,1062302,1062303,1062304,1062305,,,,,4562.608012,1.72000002861023
10624,1,11,1,2,20102,1,1,3,1,3,0,0,0,1935,1,1,1,1945,2,1,2,1971,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,4,2,13,,2,2,12,,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,3,1,-9,,,,,44,41,,,,,3,2,,2,,,,1,2,203,1995,1995,-9,1500,1,,,,,,,,,,,,,,,,,,,,,,1,45,1,20,,,2460,2460,0,1446.29992675781,1049.19995117188,397.100006103516,2,80,10,1,10,1,4,1,1,1,5,2,,2,,2,,2,,300,1,25,2,,5,0,2,,2,,180,1,1062403,15,6,0.25,,,,,,,,,,,,,,199.199996948242,1,3.4,1,3.2,1,9,1,1,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,120,1,120,1,30,2,,1,60,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,145,1,145,52,1,52,1,100,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,1,1062401,2,5,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,-9,2,,2,,2,,2,,2,,2,,2,,2,,1,2500,2,,,2,,,1,2500,2,,2,,2,1,,2,,1,1,,,,,,,,,,,,,1062401,1062402,1062403,,,,,,,3744.29995,1.72000002861023
10625,1,11,1,2,20102,1,1,1,1,1,0,0,0,1962,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,4000,,,,42.9,33,,,,,3,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,4500,4500,0,1133.59997558594,689.599975585938,444,3,60,8,1,8,1,3,1,1,1,4,2,,2,,2,,2,,300,1,5,1,20,6,60,1,5,2,,90,1,1062501,7.5,23,0.25,,,,,,,,,,,,,,72,1,3,2,,1,3,2,,2,,39.5999984741211,2,,,1,24,2,,,2,,1,15.6,120,2,,1,120,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,0,2,,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,55,1,55,100,1,100,1,40,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,4000,1,1500,2,,,2,,,1,1500,2,,2,,1,1,1,,,,,,,,,,,,,,,,,1062501,,,,,,,,,4976.278358,1.72000002861023
10626,1,11,1,2,980300,1,1,3,2,3,1,1,0,1975,1,1,1,1977,2,1,2,2007,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,6,2,3,1,8,2,1,1,1,,13,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,32000,,,,,105.6,92.4,,,,,2,1,22000,2,,,,1,3,312,2005,2005,2200,1800,1,,,,,,,,,,,,,,,,,,,,,,1,60,1,30,,,14000,14000,0,,,2968,7,400,20,1,20,1,2.5,1,1.5,1,1.2,1,8,2,,2,,2,,840,1,50,1,20,1,468,1,9,1,30,0,2,,,,,,,,,,,,,,,,,,258,1,2.5,1,2.5,1,15,1,1.5,2,,96,1,,36,1,48,2,,,2,,1,12,0,2,,2,,2,,0,2,,,,36,1,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,4000,1,4000,2,,2,,2,,0,2,2,,2,,2,,2,,2,,240,1,1062601,5,240,,,,,,,,,,,,,,420,1,420,120,1,120,1,500,2,,1,1062601,3,600,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,6000,1,1000,2,,1,5000,2,,1,1080,2,,1,32000,1,22000,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,1,1,1,1,2,,,,,,,,,,,,,,1062601,1062602,1062603,,,,,,,1416.65542,1.72000002861023
10627,1,11,1,2,980300,1,2,3,2,3,1,1,0,1977,1,1,1,1977,2,1,2,2007,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,1,5,2,3,1,1,,13,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,13000,,,,79.2,59.4,,,,,2,2,,2,,,,1,1,113,1996,2005,330,1500,1,,,,,,,,,,,,,,,,,,,,,,1,60,1,15,,,5600,5600,0,2409.19995117188,1390.19995117188,1019,4,300,25,1,25,1,5,1,2,1,1.5,1,6.5,2,,2,,2,,600,1,40,1,10,1,144,1,10,1,2,0,2,,,,,,,,,,,,,,,,,,163.199996948242,1,2.2,1,0.8,1,10,1,0.6,2,,42,1,,18,1,24,2,,,2,,2,,0,2,,2,,2,,0,2,,,,36,1,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,200,1,200,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,180,1,180,125,1,125,1,50,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,240,1,240,2,,2,,2,,1,240,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,13000,1,1000,2,,,2,,,1,1000,2,,2,,2,1,1,1,1,2,,,,,,,,,,,,,,1062701,1062702,1062703,,,,,,,1416.65542,1.72000002861023
10628,1,11,1,2,980300,1,1,3,2,3,1,1,0,1974,1,1,1,1974,2,1,2,2005,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,7,2,2,1,6,2,3,1,1,,13,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,32000,,,,,75.9,59.4,,,,,2,2,,2,,,,1,2,219,1997,2004,-9,1800,1,,,,,,,,,,,,,,,,,,,,,,1,25,1,15,,,8000,8000,0,3052,1306,1746,5,300,27,1,27,1,2,1,1.8,1,0.9,1,6.5,2,,2,,2,,720,1,45,1,15,2,48,1,3,1,1,12,1,1062801,1,8,0.25,,,,,,,,,,,,,,156,1,2.5,1,3,1,6,1,1.5,2,,42,1,,24,1,18,2,,,2,,2,,15,1,15,2,,2,,0,2,,,,36,1,36,60,1062803,9,,,,,60,,,,,,,,,,,,,,,,,,,,,,2,,,,,10,1,10,2,,2,,2,,0,2,2,,2,,2,,2,,2,,156,1,1062801,5,156,,,,,,,,,,,,,,265,1,265,179,1,179,1,50,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1000,1,1000,2,,2,,2,,2,,2,,1,32000,2,,2,,2,,2,,2,,2,,2,,2,,1,4000,2,,,2,,,1,4000,2,,2,,2,1,1,1,1,2,,,,,,,,,,,,,,1062801,1062802,1062803,,,,,,,1416.65542,1.72000002861023
